"Property Name","Property Code","Units","S8 Units","Portfolio Mgr","Regional VP","Regional CM","Contract Type","Last Renewal","Contract Exp","Contract Admin","Next UA Baseline","Paperwork Rec","Sent to HUD/CA","Conf by CA","Date to Order RCS","Due to HUD","Rent Increase","Increase Type","Notes"
"Augustana Homes of Fairfield","75537","15","15","Mike McKee","","","Option 1","","11/01/2037","Navigate Affordable Housing Partners","","","","","","07/01/2026","10/31/2026","OCAF",""
"Augustana Homes of Greenwich","75535","31","31","Mike McKee","","","Option 1","","10/31/2037","Navigate Affordable Housing Partners","","","","","","07/01/2026","10/31/2026","OCAF",""
"Woodlake Apartments","75584","148","147","Elliot Kohanbash","","","Option 1","","10/31/2044","NJHMFA","","","","","","07/31/2026","10/31/2026","OCAF",""
"Allenhurst Apartments","90015","316","316","Matt Kim","","","RAD","","10/31/2039","HUD","","","","","","07/01/2026","11/01/2026","OCAF",""
"Alms Hill","75924","200","200","Matt Kim","","","Option 1","","10/31/2038","HUD","","","","","","07/01/2026","11/01/2026","OCAF",""
"Garden House of Park Forest","75937","145","145","Claire Beatty","","","Option 4","","10/31/2036","National Housing Compliance","","","","","","07/01/2026","11/01/2026","OCAF",""
"Harmon","75955","210","209","Matt Kim","","","Option 1","","10/31/2038","Assisted Housing Services Corporation","","","","","","07/01/2026","11/01/2026","OCAF",""
"Hostmark Village Cove","90075","120","120","Tolga Ayberk","","","Option 1","","10/31/2039","Bremerton Housing Authority","","","","","","07/01/2026","11/01/2026","OCAF",""
"Landmark","90081","40","40","Tolga Ayberk","","","Option 1","","10/31/2025","Idaho Housing and Finance Association","","","","","","07/01/2026","11/01/2026","EXPIRES",""
"Linwood Square","75953","200","200","Tolga Ayberk","","","Option 1","","10/31/2037","SWHCC","","","","","","07/01/2026","11/01/2026","OCAF",""
"Peppertree Heights","90018","101","100","Matt Kim","","","Option 1","","10/31/2030","NYSHFA","","","","","","07/01/2026","11/01/2026","OCAF",""
"Phoenix Towers","75489","158","158","Claire Beatty","","","Option 1","","10/31/2033","National Housing Compliance","","","","","","07/01/2026","11/01/2026","OCAF",""
"Riverview II","75464","343","114","Elliot Kohanbash","","","PBV","","11/15/2043","MHACY","","","","","","08/11/2026","11/01/2026","Request",""
"Stephenville Crossing","75952","86","86","Tolga Ayberk","","","Option 1","","10/31/2037","SWHCC","","","","","","07/01/2026","11/01/2026","OCAF",""
"The Magnolia","75954","65","65","Tolga Ayberk","","","Option 2","","11/01/2037","TDHCA","","","","","","07/01/2026","11/01/2026","OCAF",""
"Van Nuys","7917579173","299","299","Tolga Ayberk","","","Option 3","","","LA LOMOD","","","","","","07/01/2026","11/01/2026","OCAF",""
"Malcolm Towers","90044","226","225","Elliot Kohanbash","","","Option 2","","04/30/2040","NJHMFA","","","","","","08/01/2026","11/01/2026","OCAF",""
"Mohican","75914","146","146","Mike McKee","","","Option 4","","11/17/2034","Connecticut Housing Finance Authority","","","","","","07/18/2026","11/18/2026","OCAF",""
"Washington Square West","79138","132","131","Mike McKee","","","Option 1","","11/22/2029","Pennsylvania Housing Finance Agency","","","","","","07/23/2026","11/23/2026","OCAF",""
"Essex-Phoenix","75497","145","144","Elliot Kohanbash","","","Option 4","","11/24/2033","NJHMFA","","","","","","07/25/2026","11/25/2026","RCS",""
"Warren Knolls","75455","97","96","Matt Kim","","","Option 1","","11/30/2026","New York State Housing Trust Fund Corporation","","","","","05/30/2026","07/16/2026","11/30/2026","EXPIRES",""
"Asbury","90047","119","119","Claire Beatty","","","Option 1","","11/30/2044","Assisted Housing Services Corporation","","","","","","09/01/2026","12/01/2026","OCAF",""
"Asbury Park","90048","44","43","Tolga Ayberk","","","Option 1","","11/30/2040","Colorado Housing and Finance Authority","","","","","","08/01/2026","12/01/2026","OCAF",""
"Day Meadows","90058","44","44","Tolga Ayberk","","","Option 4","","11/30/2031","HUD","","","","","","08/01/2026","12/01/2026","OCAF",""
"Elmwood Square","75570","138","6","Matt Kim","","","PBV","","11/30/2042","Buffalo Municipal Housing Authority","","","","","","08/01/2026","12/01/2026","Request",""
"Fairview Housing","90060","124","124","Claire Beatty","","","Option 1","","12/01/2044","Assisted Housing Services Corporation","","","","","","08/01/2026","12/01/2026","OCAF",""
"Highland Square","90070","152","152","Mike McKee","","","Option 1","","11/30/2036","S.C. State Housing Finance and Development Authority","","","","","06/01/2026","08/01/2026","12/01/2026","RCS",""
"John Crawford","75485","96","95","Matt Kim","","","Option 3","","11/30/2033","CGI Federal","","","","","","08/01/2026","12/01/2026","OCAF",""
"Noble Tower","75543","195","195","Tolga Ayberk","","","Option 1","","11/30/2039","HUD (HAP)","","","","","","08/01/2026","12/01/2026","OCAF",""
"Northcrest Gardens","90085","182","182","Claire Beatty","","","Option 1","","11/30/2044","Ohio Housing Finance Agency","","","","","","09/01/2026","12/01/2026","OCAF",""
"Norwalk North","90086","72","72","Claire Beatty","","","Option 1","","12/01/2044","Assisted Housing Services Corporation","","","","","","09/01/2026","12/01/2026","OCAF",""
"Oak Forest","90089","64","64","Mike McKee","","","Option 1","","11/30/2029","S.C. State Housing Finance and Development Authority","","","","","","08/01/2026","12/01/2026","OCAF",""
"Oxford House","75487","156","156","Matt Kim","","","Option 2","","11/30/2031","National Housing Compliance","","","","","06/01/2026","08/01/2026","12/01/2026","RCS",""
"Park Place","79611","242","242","Claire Beatty","","","Option 1","","10/21/2041","Missouri Housing Development Commission","","","","","06/01/2026","08/01/2026","12/01/2026","RCS",""
"Round Barn Manor","79613","156","156","Claire Beatty","","","Option 2","","11/30/2043","National Housing Compliance","","","","","","08/01/2026","12/01/2026","OCAF",""
"Trees - Pine","90106","61","61","Claire Beatty","","","Option 1","","11/30/2040","Colorado Housing and Finance Authority","","","","","","09/01/2026","12/01/2026","OCAF",""
"Walnut Hills","79174","198","197","Matt Kim","","","Option 3","","11/30/2033","Assisted Housing Services Corporation","","","","","","08/01/2026","12/01/2026","OCAF",""
"Wyandot Square","90108","62","62","Claire Beatty","","","Option 1","","03/31/2029","Assisted Housing Services Corporation","","","","","","09/01/2026","12/01/2026","OCAF",""
"Luther Towers","90111","362","362","Claire Beatty","","","SPRAC","","11/30/2043","Delaware State Housing Authority","","","","","","09/06/2026","12/06/2026","OCAF",""
"Ebony Gardens","75566","144","144","Claire Beatty","","","Option 1","","12/31/2040","CGI","","","","","","08/08/2026","12/08/2026","OCAF",""
"Chestnut Park (Skyview)","75541","489","241","Matt Kim","","","RAD 2","","12/11/2038","HUD","","","","","","08/11/2026","12/11/2026","OCAF",""
"Riverhead Village","75583","135","135","Elliot Kohanbash","","","Option 1","","12/31/2043","CGI","","","","","","08/14/2026","12/14/2026","OCAF",""
"Cherry Garden","75576","254","252","Elliot Kohanbash","","","Option 1","","12/15/2041","NJHMFA","","","","","06/16/2026","08/16/2026","12/16/2026","RCS",""
"Olde English Village","75923","200","200","Matt Kim","","","Option 3","","12/17/2035","MassHousing","","","","","","08/18/2026","12/18/2026","OCAF",""
"Westchester Park","90021","201","200","Matt Kim","","","Option 1","","12/27/2043","New York State Housing Trust Fund Corporation","","","","","","08/27/2026","12/27/2026","OCAF",""
"Albright","90046","112","112","Claire Beatty","","","Option 1","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2026","01/01/2027","OCAF",""
"Bastrop Oak Grove","90030","48","48","Tolga Ayberk","","","Option 4","","01/01/2039","Southwest Housing Compliance Corporation","","","","","","09/01/2026","01/01/2027","OCAF",""
"Bloomingdale Apartments","75932","111","111","Matt Kim","","","Option 1","","12/31/2043","National Housing Compliance","","","","","","09/01/2026","01/01/2027","OCAF",""
"Clinton Manor","75830","60","60","Mike McKee","","","Option 1","","12/31/2040","SC Housing","","","","","","09/01/2026","01/01/2027","OCAF",""
"Crevenna Oaks Apartments","667","50","50","Claire Beatty","","","Option 1","","01/01/2044","Navigate Affordable Housing Partners","","","","","","10/01/2026","01/01/2027","OCAF",""
"Faust Landmark Apartments","75532","200","200","Claire Beatty","","","RAD","","07/31/2025","Rockford Housing","","","","","","09/01/2026","01/01/2027","OCAF",""
"Fields Ertel Townhouses","75548","55","55","Matt Kim","","","Option 1","","12/31/2039","Assisted Housing Services Corporation","","","","","","09/01/2026","01/01/2027","OCAF",""
"French Apartments","75116","174","174","Mike McKee","","","Option 1","","12/31/2035","CGI","","","","","","09/01/2026","01/01/2027","OCAF",""
"Friendship Court","75831","80","80","Mike McKee","","","Option 2","","12/31/2040","SC State Housing","","","","","","09/01/2026","01/01/2027","OCAF",""
"Hoffman Homes","90073","81","81","Mike McKee","","","Option 1","","01/01/2046","North Carolina Housing Finance Agency","","","","","","09/01/2026","01/01/2027","OCAF",""
"Hondo Brian Place","90037","40","40","Tolga Ayberk","","","Option 1","","01/01/2039","Southwest Housing Compliance Corporation","","","","","","09/01/2026","01/01/2027","OCAF",""
"International House","90076","99","98","Tolga Ayberk","","","Option 1","","12/31/2037","Bremerton Housing Authority","","","","","","09/01/2026","01/01/2027","OCAF",""
"IOOF Tower","90077","28","28","Tolga Ayberk","","","Option 1","","12/31/2040","Bremerton Housing Authority","","","","","","09/01/2026","01/01/2027","OCAF",""
"Kirkwood House","79197","261","260","Matt Kim","","","Option 1","","12/31/2028","MDHCD","","","","","","09/01/2026","01/01/2027","OCAF",""
"Loring Towers (MA)","79181","250","140","Matt Kim","","","PBV","","12/31/2042","CTI","","","","","","09/01/2026","01/01/2027","Request",""
"Luther Towers","90111","362","362","Claire Beatty","","","SPRAC","","11/30/2043","Delaware State Housing Authority","","","","","","10/01/2026","01/01/2027","Request",""
"Mad River Manor","90082","74","74","Claire Beatty","","","Option 1","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2027","01/01/2027","OCAF",""
"Newberry Arms","75832","60","60","Mike McKee","","","Option 1","","12/31/2040","SC State Housing","","","","","","09/01/2026","01/01/2027","OCAF",""
"Oaks on North Plaza","75544","62","62","Tolga Ayberk","","","Option 1","","12/31/2039","SWHCC","","","","","","09/01/2026","01/01/2027","OCAF",""
"Orangeburg Manor","90091","100","100","Mike McKee","","","Option 3","","12/27/2031","S.C. State Housing Finance and Development Authority","","","","","","09/01/2026","01/01/2027","OCAF",""
"Pinewood Gardens","90092","80","80","Claire Beatty","","","Option 2","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2026","01/01/2027","OCAF",""
"Riverview Bend","90096","94","94","Claire Beatty","","","Option 1","","12/31/2044","Missouri Housing Development Commission","","","","","","09/01/2026","01/01/2027","OCAF",""
"Shawnee Village","75901","120","120","Matt Kim","","","Option 1","","12/31/2033","Illinois Housing Development Authority","","","","","","09/01/2026","01/01/2027","OCAF",""
"Southport Mews","75433","65","64","Matt Kim","","","Option 2","","10/31/2029","HUD","","","","","","09/01/2026","01/01/2027","OCAF",""
"Summit Oaks Apartments","670","50","50","Claire Beatty","","","Option 1","","01/01/2044","Navigate Affordable Housing Partners","","","","","","10/01/2026","01/01/2027","OCAF",""
"Sycamore Ridge","75912","304","304","Elliot Kohanbash","","","Option 4","","01/01/2033","NJHMFA","","","","","","09/01/2026","01/01/2027","OCAF",""
"Tamarack","90100","100","100","Mike McKee","","","Option 1","","12/31/2046","MSHDA","","","","","","08/01/2026","01/01/2027","OCAF",""
"Westminster Village","75483","432","400","Matt Kim","","","Option 5","","12/31/2043","Massachusetts Housing Finance Agency","","","","","","09/01/2026","01/01/2027","OCAF",""
"Hill Country Villas","HCV1","51","51","Tolga Ayberk","","","Option 1","","02/01/2034","HUD","","","","","07/01/2026","08/01/2026","01/01/2027","RCS",""
"Treemont Village","4640008","60","60","Elliot Kohanbash","","","Option 2","","01/01/2033","HUD","","","","","","09/02/2026","01/02/2027","OCAF",""
"Arlington Park","90022","130","130","Matt Kim","","","Option 1","","01/31/2037","Massachusetts Housing Finance Agency","","","","","07/10/2026","09/10/2026","01/10/2027","RCS",""
"Washington Heights","75925","404","366","Matt Kim","","","Option 5","","01/30/2036","Massachusetts Housing Finance Agency","","","","","","09/15/2026","01/15/2027","OCAF",""
"Van Buren Park Apartments","75931","300","299","Matt Kim","","","Option 1","","01/31/2044","National Housing Compliance","","","","","","09/17/2026","01/17/2027","OCAF",""
"Fullerton Court","75918","196","195","Matt Kim","","","Option 1","","01/25/2034","National Housing Compliance","","","","","","09/26/2026","01/26/2027","OCAF",""
"Circle Park Apartments","75833","418","239","Claire Beatty","","","Original","","01/31/2041","National Housing Compliance","","","","","","10/01/2026","02/01/2027","OCAF",""
"Clifford House","75577","101","100","Mike McKee","","","Option 1","","08/31/2042","Navigate Affordable Housing Partners","","","","","","11/01/2026","02/01/2027","OCAF",""
"Creekwood Apartments","75903","104","104","Matt Kim","","","Option 1","","01/31/2034","National Housing Compliance","","","","","","10/01/2026","02/01/2027","OCAF",""
"Fairview Gardens","90059","160","160","Mike McKee","","","Option 1","","01/31/2038","S.C. State Housing Finance and Development Authority","","","","","","10/01/2026","02/01/2027","OCAF",""
"Ferncliff South","4640005","84","84","Claire Beatty","","","Option 2","","01/31/2038","Navigate Affordable Housing Partners","","","","","","10/01/2026","02/01/2027","OCAF",""
"Sandburg Village","75902","128","128","Matt Kim","","","Option 4","","02/01/2034","National Housing Compliance","","","","","","10/01/2026","02/01/2027","OCAF",""
"Senior World","75500","100","100","Mike McKee","","","Option 2","","02/01/2031","MSHDA","","","","","","10/02/2026","02/01/2027","OCAF",""
"The Woods","75491","57","57","Matt Kim","","","Option 2","","01/31/2034","National Housing Compliance","","","","","","10/01/2026","02/01/2027","OCAF",""
"Market Square","75568","76","75","Mike McKee","","","Option 1","","02/03/2041","Navigate Affordable Housing Partners","","","","","","10/04/2026","02/04/2027","OCAF",""
"Alpha Towers","90114","165","165","Claire Beatty","","","Option 1","","02/28/2044","Assisted Housing Services Corporation","","","","","","12/01/2026","03/01/2027","OCAF",""
"Country Village","75904","104","104","Matt Kim","","","Option 1","","02/29/2036","National Housing Compliance","","","","","","11/01/2026","03/01/2027","OCAF",""
"Towns at River South","90109","161","75","Claire Beatty","","","RAD","","02/28/2043","Richmond Redevelopment and Housing Authority","","","","","","12/01/2026","03/01/2027","OCAF",""
"Armory Plaza","75582","52","52","Claire Beatty","","","Option 1","","03/20/2044","New York State Housing Trust Fund Corporation","","","","","","11/22/2026","03/22/2027","OCAF",""
"Barnum House","75569","84","83","Mike McKee","","","Option 1","","03/31/2041","Navigate Affordable Housing Partners","","","","","","12/01/2026","04/01/2027","OCAF",""
"Bella Vista","79605","100","100","Tolga Ayberk","","","Option 1","","03/31/2041","Southwest Housing Compliance Corporation","","","","","","01/01/2027","04/01/2027","OCAF",""
